马匹名称,出生地 / 馬齡,毛色 / 性別,進口類別,今季獎金*,總獎金*,冠-亞-季-總出賽次數*,最近十個賽馬日出賽場數,現在位置(到達日期),進口日期,練馬師,馬主,現時評分,季初評分,父系,母系,外祖父,同父系馬,自購馬來港前賽事片段
質數,紐西蘭 / 4,棗 / 閹,自購新馬,"$40,950","$40,950",0-0-0-2,1,香港(20/06/2024),25/01/2024,黎昭昇,陳汝安,50,52,Per Incanto,Caley Marie,Keeper,有財有勢友瑩仁水晶酒杯天火同心獎星綫路光驊顏色王子完美演繹龍騰飛翔金運來仁仁之寶添開心我為您K219K297幸運芙蓉仁仁有餘心雄雄問鼎巔峰精算暴雪彩虹七色世界籐王威武寶寶陸知聯歡兒大浪園田木火同明,
雙贏,紐西蘭 / 5,棕 / 閹,自購新馬,"$70,200","$585,000",0-2-0-9,2,香港(10/10/2024),20/03/2023,容天鵬,莊文煜醫生與馬婉如,49,51,Burgundy,Salsa,O'Reilly,藍爵爺紅鬃烈馬皇金風速馬上旺,
天威,澳洲 / 4,棕 / 閹,自購新馬,"$789,750","$830,700",1-0-1-8,2,香港(08/02/2024),19/10/2023,羅富全,張寶倫,49,44,Grunt,Hateel,Star Witness,康樂高球清遠之星海綠寶實力加真強人元朗精英,
銳一,紐西蘭 / 5,棗 / 閹,自購馬,"$181,350","$906,750",1-0-0-15,2,香港(30/08/2024),27/07/2023,容天鵬,俊團體,49,55,Proisir,Princess Raaj,Iffraaj,樂矚心機滿好世界兄弟再盈超越夢想初戀J341K274幸運多彩捷足奔馳新力好滿載歸來天德神影,
飛黃,澳洲 / 3,栗 / 閹,自購新馬,$0,$0,0-0-0-2,0,從化(28/10/2024),12/03/2024,容天鵬,楊素瓊,48,50,Churchill,La Chica Bella,Host,美麗之光安遇安熠夢幻駿駒駿奕快車喜智駒K262嘉應傳承恒之有道駿彩飛馳華美之威,
肯搏,澳洲 / 4,棗 / 閹,自購新馬,$0,$0,0-0-0-3,1,香港(30/05/2024),18/09/2023,賀賢,鍾建書,47,50,Hellbent,Speedy Natalie,Al Maher,叻叻熊K183K265K296拉合爾天賜喜凌風傲雪馬有運全神貫注,
勁爽,紐西蘭 / 4,棗 / 閹,自購新馬,$0,$0,0-0-0-3,0,香港(05/06/2023),05/06/2023,丁冠豪,倪雅各,46,46,Sweynesse,Coterie,Keeper,萬眾開心K289心裡有數金鑽貴人勝意實力派極速之星,
銳高,澳洲 / 4,棗 / 閹,自購新馬,$0,$0,0-0-0-3,1,香港(20/02/2024),20/02/2024,文家良,凌志輝,46,50,Deep Field,Feeling Positive,Not A Single Doubt,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
符號,愛爾蘭 / 7,棗 / 閹,自購馬,"$759,100","$2,313,000",3-2-1-31,2,香港(07/04/2023),12/09/2020,徐雨石,游國輝,44,35,Camelot,Madeira Mist,Grand Lodge,錶之五知,
風雲,澳洲 / 3,棕 / 閹,自購新馬,$0,$0,0-0-0-4,2,香港(20/02/2024),20/02/2024,丁冠豪,馮國保,44,48,Capitalist,Meri Rani,Stratum,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星花果猴王同滿滿亮寶四季醒富心星太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
專家,澳洲 / 5,棗 / 閹,自購新馬,"$134,550","$292,500",0-0-2-8,0,從化(29/09/2024),17/07/2023,賀賢,專競聯盟團體,42,44,Good Journey,Syncopated,Lonhro,精明選擇,
追風,紐西蘭 / 4,棗 / 閹,自購新馬,"$175,500","$269,100",0-0-1-7,2,香港(22/10/2024),07/11/2023,羅富全,何沛倫先生及夫人與伍登輝先生及夫人,42,44,Wrote,Trissie,Giant's Causeway,超超比金快飛飛舉步生風威力非凡東來欣賞南區之星揚威四海風火恆雲龍文鞭影,
鋒王,紐西蘭 / 4,棗 / 閹,自購新馬,"$134,550","$134,550",0-0-1-6,1,香港(24/08/2023),24/08/2023,鄭俊偉,吳廷傑,41,46,Time Test,My Hope,Howbaddouwantit,俏郎中錶之星球共享富裕九五赤兔可愛新星鼓浪飛凡良田福星勁進駒勁大威猛越野大師廚師發辦銘記知友三才鬥士長峰小子九因歌壯志凌雲醒目先駒,
大將,英國 / 4,棗 / 閹,自購新馬,"$140,400","$386,100",0-1-0-9,1,從化(01/11/2024),14/08/2023,韋達,張舜清,40,42,Cracksman,Belle Rose,Golden Sword,沒有,
連捷,澳洲 / 4,棗 / 閹,自購新馬,$0,"$23,400",0-0-0-7,0,從化(23/10/2024),09/10/2023,韋達,林定國,38,40,Exosphere,Bathing Beauty,Exceed And Excel,實現夢想大眾經典寶賢得得,
宏才,澳洲 / 6,栗 / 閹,自購馬,"$284,375","$3,266,975",1-7-6-34,2,香港(09/08/2023),05/05/2022,蘇偉賢,梁麟炳,36,38,Mshawish,Elektra Lass,Street Hero,沒有,
焦點,澳洲 / 6,棕 / 閹,自購馬,"$542,500","$589,300",1-0-0-18,2,香港(10/10/2024),11/10/2022,游達榮,雷聲傳,34,27,Medaglia d'Oro,Apamurra,Lonhro,沒有,
隼閣,澳洲 / 5,棗／棕 / 閹,自購新馬,$0,"$292,500",0-0-2-12,2,香港(12/10/2024),31/07/2023,大衛希斯,滙豐團體,33,39,Deep Field,Caliente,Sequalo,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
欣感,澳洲 / 5,棗／棕 / 閹,自購新馬,"$17,500","$286,600",0-0-2-12,2,香港(30/08/2024),05/06/2023,黎昭昇,好意團體,28,35,Toronado,Elle's Decree,Red Ransom,雄彬飛翔美麗邂逅無限美麗福祐神州勁者友得盈驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒紅逸舍耀寶多巴先生魅力知遇朗日雪峰維港智能,
加飯,澳洲 / 5,棗 / 閹,自購新馬,"$30,625","$196,250",0-0-0-13,1,香港(28/09/2024),19/12/2022,蘇偉賢,馬興淦,27,27,Deep Field,Sherocksmyworld,Fastnet Rock,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
前風,澳洲 / 7,棗 / 閹,自購馬,"$65,625","$2,208,125",1-3-3-45,2,香港(01/06/2022),09/11/2020,徐雨石,超越期望團體,23,28,Written Tycoon,Rationality,Flying Spur,皆益善伊臣佳運財昭易搵金匯昇昇K249嘉應勇士快搏心之靈英雄本色澳嘉輝手錶之星駿馬為伍昇瀧駒好友心得環球英雄,
三強,澳洲 / 4,棗／棕 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(14/10/2024),14/10/2024,容天鵬,方奕聰、何國成與蘇偉強,,,Dundeel,Madeenaty,Exceed And Excel,相映紅意力迪迪威力勇驥妙算奇勝銀亮奔騰龍城強將,
馬達,愛爾蘭 / 2,棗 / 閹,自購新馬,$0,$0,0-0-0-0,0,從化(08/11/2024),07/09/2024,巫偉傑,莫炫標,,,Fastnet Rock,Orangey Red,Lawman,飲杯星價領創動力金發盛世多多勇駒發財大師精彩勇士縱橫萬里黑桃火箭駟跑得直線力山,
觔斗雲,紐西蘭 / 7,棕 / 閹,自購新馬,"$147,000","$12,731,050",6-4-7-32,1,香港(24/10/2024),07/10/2020,姚本輝,陳錦坤,108,108,Sacred Falls,Marahau,Pins,本領非凡盈好威楓你知我得先到先得,
大至尊,愛爾蘭 / 4,棗 / 閹,自購馬,"$84,000","$19,052,000",2-0-0-5,1,香港(04/11/2023),04/11/2023,葉楚航,陳金雄,107,107,No Nay Never,Sweet Charity,Myboycharlie,龍之輝燊宜之星精英拍檔一鹿歡騰八駿福昇K201鑽石星空心想事成挺秀騰飛賢心星建測精英,
嫡愛心,澳洲 / 5,棕 / 閹,自購新馬,$0,"$11,856,975",5-4-5-22,1,香港(29/08/2023),09/08/2022,蔡約翰,老友鬼鬼團體,105,106,Deep Field,My Shabella,Haradasun,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
當年情,阿根廷 / 6,棗 / 閹,自購馬,"$882,000","$9,023,200",2-2-3-23,2,香港(29/10/2024),18/03/2022,告東尼,入得廚房團體,105,103,Cityscape,Etoile Blanc,Nedawi,愛心神駒,
小霸王,澳洲 / 6,棗 / 閹,自購新馬,"$56,800","$8,376,925",6-2-2-24,1,從化(18/10/2024),09/11/2021,告東尼,銀團體,99,99,Fighting Sun,Lady Zhao Jun,Fastnet Rock,友誼喜悅,
堅又威,澳洲 / 5,棕 / 閹,自購新馬,"$2,632,000","$6,391,000",5-4-0-12,2,從化(13/11/2024),11/10/2022,姚本輝,堅又威賽馬團體,92,76,Smart Missile,Twin Star Rocket,Bel Esprit,特別美麗威力飛彈新強福盈風采人生高明力量艾彼奧聰明導彈K300背背龍綠色好運友愛心得工程小子劍山鋒荃程路通,
超超比,紐西蘭 / 5,棗 / 閹,自購新馬,"$1,965,600","$8,986,800",5-1-2-14,1,香港(09/08/2022),09/08/2022,沈集成,林世强博士與陳佩芬,91,86,Wrote,My Amazing Cool,Danroad,金快飛飛舉步生風威力非凡東來欣賞南區之星揚威四海追風風火恆雲龍文鞭影,
一先生,愛爾蘭 / 6,栗 / 閹,自購馬,"$109,200","$11,902,100",4-2-5-28,1,從化(08/11/2024),02/10/2021,姚本輝,史立德,91,93,The Gurkha,Dietrich,Storm Cat,沒有,
亞機拉,英國 / 5,灰 / 閹,自購馬,"$244,000","$9,621,150",3-4-0-19,0,香港(09/05/2024),13/08/2022,告東尼,蕭劍新,90,91,Outstrip,Penny Drops,Invincible Spirit,喜悅一生,
話你知,澳洲 / 6,栗 / 閹,自購新馬,"$2,073,800","$6,936,900",5-2-2-16,2,香港(17/10/2024),22/03/2022,方嘉柏,Manu N Melwani & Roshan Manohar Melwani,89,82,Turn Me Loose,Lovingthelimelight,Lemon Drop Kid,歡笑福星果然得假日福星嘉應駿昇銀皇興標聚風雲自由奔騰木火龍駒,
佳運財,澳洲 / 7,棗 / 閹,自購新馬,$0,"$11,132,575",6-3-2-33,0,從化(10/05/2024),20/10/2020,大衛希斯,梁煥乾與梁坤,88,88,Written Tycoon,Brambling,Redoute's Choice,皆益善伊臣昭易搵金匯昇昇K249嘉應勇士快搏心之靈英雄本色澳嘉輝手錶之星駿馬為伍昇瀧駒好友心得前風環球英雄,
龍之輝,澳洲 / 4,棗 / 閹,自購新馬,"$252,000","$4,089,000",3-2-0-8,1,香港(28/12/2023),08/05/2023,呂健威,廖振恒,87,86,No Nay Never,Boomex,Exceed And Excel,燊宜之星精英拍檔一鹿歡騰八駿福昇K201鑽石星空大至尊心想事成挺秀騰飛賢心星建測精英,
喜至寶,澳洲 / 5,栗 / 閹,自購馬,"$1,432,200","$6,791,700",4-2-2-18,2,從化(08/11/2024),19/12/2022,方嘉柏,羅建生,87,79,Capitalist,Eiffel Tower,Stratum,喆喆友福志滿同行比特星牛精豪情加州本事川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星花果猴王同滿滿亮寶四季醒富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
黃腳鱲,澳洲 / 6,棗 / 閹,自購新馬,$0,"$8,388,300",4-7-7-27,1,香港(20/04/2024),20/12/2021,呂健威,伍永超、蔡智云與宋子文,87,87,Territories,Clearly Foxy,Volponi,K282鋁神,
桃花開,愛爾蘭 / 3,棗 / 閹,自購馬,"$109,200","$3,187,700",1-1-0-4,1,香港(04/04/2024),23/12/2023,告東尼,桃花團體,86,86,Wootton Bassett,A Mist Opportunity,Foxwedge,美麗歡聲爆熱,
占士德,澳洲 / 4,栗 / 閹,自購新馬,$0,"$4,416,750",4-2-1-10,0,香港(26/06/2023),26/06/2023,容天鵬,曾翰華、張嘉裕教授與曾顯揚,84,84,Headwater,Patois,Street Cry,十二神將醒嘉輝志在開心熱氣球K295英勇名駒辣得金勇進齊心英雄豪傑,
桃花雲,愛爾蘭 / 5,栗 / 閹,自購馬,$0,"$7,139,575",2-2-7-27,1,香港(17/10/2024),10/09/2022,告東尼,曾祥顯,84,88,Twilight Son,Poyle Meg,Dansili,盈益善,
昇瀧駒,澳洲 / 5,棗 / 閹,自購馬,"$369,200","$5,270,100",3-0-0-10,2,香港(18/05/2024),18/09/2023,廖康銘,粵港澳大灣區扶輪社團體,82,83,Written Tycoon,Secret Doubt,Not A Single Doubt,皆益善伊臣佳運財昭易搵金匯昇昇K249嘉應勇士快搏心之靈英雄本色澳嘉輝手錶之星駿馬為伍好友心得前風環球英雄,
巴閉哥,澳洲 / 6,栗 / 閹,自購馬,"$695,800","$7,977,400",3-5-3-21,1,從化(13/11/2024),25/01/2022,呂健威,麥耀熙先生及夫人與麥啟聰,82,84,Nicconi,Jolie Joy,Kendargent,無限勝利鄉村樂韻凱旋幸運新力高升,
四季醒,澳洲 / 5,栗 / 閹,自購馬,$0,"$8,598,450",4-3-0-19,2,從化(30/10/2024),07/11/2022,黎昭昇,羅揚駿與羅揚文,81,85,Capitalist,Grand Gesture,Starspangledbanner,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星花果猴王同滿滿亮寶富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
確好勁,德國 / 3,棗 / 雄,自購馬,$0,$0,0-0-0-0,0,香港(05/10/2024),05/10/2024,黎昭昇,程李愛玲,80,80,Study Of Man,Guavia,Invincible Spirit,沒有,
我為您,紐西蘭 / 6,栗 / 閹,自購新馬,"$438,200","$5,550,000",6-1-2-23,2,從化(11/11/2024),05/07/2022,伍鵬志,丁永強先生及夫人,80,80,Per Incanto,Grace And Eva,Stravinsky,有財有勢友瑩仁水晶酒杯天火同心獎星綫路光驊顏色王子完美演繹龍騰飛翔金運來仁仁之寶添開心K219K297幸運芙蓉仁仁有餘心雄雄問鼎巔峰精算暴雪彩虹七色世界籐王威武寶寶陸知質數聯歡兒大浪園田木火同明,
韋金主,澳洲 / 4,棕 / 閹,自購馬,"$56,800","$56,800",0-0-0-2,2,香港(22/10/2024),22/07/2024,韋達,23/24 韋達練馬師賽馬團體,80,81,Rubick,Keep de Rose,Keeper,星河勇士K299光年魅力萬事掂包裝天將球星新幹線電訊驕陽,
好勁力,愛爾蘭 / 4,棗 / 閹,自購新馬,$0,"$5,674,950",5-3-2-17,0,從化(25/09/2024),17/12/2022,呂健威,好食團體,78,78,Holy Roman Emperor,Lake Louise,Haatef,馬特峰顏色大皇精明勇駿旅遊高球競駿皇者讓愛高飛,
健而快,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(09/05/2024),09/05/2024,羅富全,張寶倫,76,76,Satono Aladdin,She's Aloof,Pentire,超平凡皇帝英豪同寶寶伶俐驫駒定數,
巴閉仔,澳洲 / 5,栗 / 閹,自購馬,$0,"$4,191,900",2-2-0-10,0,從化(02/09/2024),16/01/2023,呂健威,麥耀熙先生及夫人,76,76,Sebring,Snitzel's Jewel,Snitzel,美麗同享桃花多精算謀略極速奇兵,
金多令,紐西蘭 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(24/10/2024),08/07/2024,伍鵬志,莊國明與陳勵儒,75,75,Press Statement,Villa de Madrid,Mossman,華麗再勝一生好彩金鑽八十萬事得意威威父子著迷競駿先鋒,
奮鬥心,巴西 / 4,棗 / 閹,自購馬,"$430,500","$666,250",0-0-1-7,2,香港(05/11/2024),19/12/2023,伍鵬志,沙田扶輪社團體,75,77,Setembro Chove,Margaery,Agnes Gold,飛躍神駒K251,
大老撾,澳洲 / 5,棗 / 雄,自購馬,"$1,078,800","$1,227,600",1-0-0-5,1,香港(18/03/2024),18/03/2024,巫偉傑,鄭強輝,74,70,Super One,Cash First,Exceed And Excel,電子宇宙好運寶馬K268競馬一心大番薯宇上龍騰,
博望坡,英國 / 6,栗 / 閹,自購馬,$0,"$3,741,025",2-1-4-18,1,從化(08/11/2024),19/12/2022,呂健威,許威望,74,79,Night Of Thunder,Thurayaat,Tamayuz,凝聚美麗午夜快車,
紅逸舍,澳洲 / 5,灰 / 閹,自購新馬,"$1,153,200","$3,653,175",3-3-1-16,1,從化(11/11/2024),07/11/2022,韋達,李卓然,74,67,Toronado,Esteemed Elegance,Sir Percy,雄彬飛翔美麗邂逅無限美麗福祐神州勁者友得盈欣感驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒耀寶多巴先生魅力知遇朗日雪峰維港智能,
飛輪步,澳洲 / 6,棕 / 閹,自購馬,$0,"$3,839,850",2-3-1-17,0,香港(12/11/2024),23/08/2022,容天鵬,飛輪王團體,74,74,Rommel,Colleges,Elusive Quality,沒有,
鈦易搵,英國 / 4,灰 / 閹,自購新馬,"$130,200","$4,309,170",3-3-3-18,0,從化(06/10/2024),05/11/2022,方嘉柏,何世文與譚穎儀,73,76,Havana Grey,Starboard Watch,Harbour Watch,德薩斯精益大師明心知遇,
肯佩斯,阿根廷 / 4,深棗／棕 / 閹,自購馬,$0,$0,0-0-0-2,0,香港(09/11/2024),19/12/2023,賀賢,盧楚鏘先生及夫人,73,73,In The Dark,Lovely Lady,Honour And Glory,沒有,
獨角獸,紐西蘭 / 6,棗 / 閹,國際拍賣會新馬,"$71,750","$5,301,040",5-1-2-21,0,從化(11/10/2024),10/07/2022,方嘉柏,曼勝團體,73,74,Savabeel,Candelabra,Pins,鬥志波魔法速遞小飛俠架勢奇爸帥帥友福大千氣象齊歡最樂包裝福將勁好運,
實力派,紐西蘭 / 7,棗 / 閹,自購馬,$0,"$6,473,195",3-4-6-34,1,香港(07/11/2024),25/05/2021,賀賢,Adam Bin Hassan,73,74,Sweynesse,Ultra Explosive,Darci Brahma,萬眾開心K289心裡有數金鑽貴人勝意勁爽極速之星,
勝意龍,澳洲 / 7,棕 / 閹,自購馬,"$1,041,600","$7,993,700",5-3-3-37,1,從化(25/10/2024),20/10/2020,蘇偉賢,葉樹彬與廖詠欣,73,68,Better Than Ready,Vital Page,Iglesia,長勝威龍快馬加鞭共同輝煌,
喜旺駒,澳洲 / 6,棗 / 閹,自購新馬,$0,"$9,385,700",4-4-6-29,0,從化(08/08/2024),09/08/2021,方嘉柏,羅詠賢,72,72,Star Witness,Black Tulip,Lonhro,晨曦儷人勇晉當銳光明傳承本領輝煌常常感恩河好運競駿天下,
愛馬善,紐西蘭 / 5,棗 / 閹,自購新馬,"$1,432,200","$5,476,200",3-7-3-23,1,香港(09/08/2023),13/09/2022,鄭俊偉,香港愛馬女士協會團體,71,66,Charm Spirit,No Pushover,Pins,佳運發錢程萬里飛騰騅不可擋東方寶寶天天耍樂飛雲上市魅力福國寶歡樂飛駒K141嘉應獎昇魯班精神勇冠群英盛勢威楓銀刺勇士智勝攻略不假外求三生福佑友運行,
和平波,澳洲 / 4,棗 / 閹,自購馬,"$2,648,000","$3,201,500",1-1-0-7,2,香港(19/12/2023),19/12/2023,巫偉傑,蘇振雄與蘇志康,71,66,Justify,Formality,Fastnet Rock,風再起時天火同德龍之珍凡凡有餘正將快靚旺假面騎士十力千里如飛銳義新意馬浪漫戰神難以置信,
福國寶,紐西蘭 / 5,棗 / 閹,自購新馬,$0,"$3,339,600",3-3-2-17,1,香港(21/09/2024),20/12/2021,賀賢,周福安先生及夫人與周偉權,70,71,Charm Spirit,Lets Have Some Fun,Encosta de Lago,佳運發錢程萬里飛騰騅不可擋東方寶寶天天耍樂飛雲上市魅力歡樂飛駒K141嘉應獎昇愛馬善魯班精神勇冠群英盛勢威楓銀刺勇士智勝攻略不假外求三生福佑友運行,
戰騎飛,愛爾蘭 / 3,灰／沙 / 閹,自購馬,$0,$0,0-0-0-0,0,從化(13/05/2024),23/12/2023,蘇偉賢,岑定平醫生與陳沛榮醫生,70,70,Phoenix Of Spain,Freedom March,Oasis Dream,祥勝將軍俊才,
新躍飛,美國 / 4,栗 / 閹,自購馬,$0,$0,0-0-0-3,1,從化(30/10/2024),09/09/2023,伍鵬志,新界鄉議局集團團體,69,73,Showcasing,Amuser,Galileo,飛躍凱旋手機錶皇,
怡心聲,澳洲 / 7,棗 / 閹,自購新馬,$0,"$7,121,275",6-3-3-41,0,從化(21/10/2024),11/08/2020,姚本輝,何國榮,69,71,Redoute's Choice,Via Africa,Var,電氣騎士,
佳運發,紐西蘭 / 7,棗 / 閹,自購新馬,"$789,750","$4,847,185",3-9-1-33,2,從化(08/11/2024),10/05/2021,大衛希斯,梁煥民,68,60,Charm Spirit,Bizz,Volksraad,錢程萬里飛騰騅不可擋東方寶寶天天耍樂飛雲上市魅力福國寶歡樂飛駒K141嘉應獎昇愛馬善魯班精神勇冠群英盛勢威楓銀刺勇士智勝攻略不假外求三生福佑友運行,
南莊堡,愛爾蘭 / 3,栗 / 閹,自購馬,$0,$0,0-0-0-1,1,香港(06/07/2024),06/07/2024,沈集成,施子清,68,68,Starspangledbanner,Postale,Zamindar,顯力之城永遠美麗美麗第一金鑽精靈神馳加州星皓加州星球加州星馳綫路英雄衝上雲霄飛鷹翱翔喜蓮勇略紅衫魚K267K280K301歡喜福星大輝煌知恩圖報雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍紫荊歡呼都靈星球三代同心手到齊來,
